sl_contract_id,sie_ic_ruc,sie_ic_proveedor,sie_ic_monto_presupuestado,sie_ic_monto_contrato,sie_ic_monto_adjudicacion,sie_ic_indicador_01,sie_ic_indicador_04,sie_ic_indicador_05,sie_ic_indicador_06,sie_ic_indicador_09,sie_ic_indicador_11,sie_ic_indicador_15,sie_ic_indicador_19,sie_ic_indicador_22,sie_ic_indicador_25,sie_ic_indicador_26,sie_ic_indicador_27,sie_ic_promedio,sd_entidad,sd_plazo_de_entrega,sd_objeto_de_proceso,sd_vigencia_de_oferta,sd_funcionario_encargado_del_proceso,sd_presupuesto_referencial_total_sin_iva,mean_document_similarity,mean_objeto_similarity,sd_autoridad_autoridad_ordenadora_de_gasto,sd_autoridad_maxima_autoridad_institucional,sd_autoridad_maxima_autoridad_responsable_de_la_gestion_administrativa__financiera,sd_comision_delegado_del_titular_del_area_requirente,sd_comision_delegado_del_profesional_afin_al_objeto_de_la_contratacion_designado_por_la_maxima_autoridad,sd_comision_profesional_afin_al_objeto_de_la_contratacion_designado_por_la_maxima_autoridad,"sd_comision_profesional_designado_por_la_maxima_autoridad,_quien_lo_presidira",sd_comision_secretario/a,sd_comision_titular_del_area_requirente,sie_ic_day,sie_ic_month,sie_ic_dow_friday,sie_ic_dow_monday,sie_ic_dow_saturday,sie_ic_dow_thursday,sie_ic_dow_tuesday,sie_ic_dow_wednesday,sie_ic_estado_proc_adjudicado_-_registro_de_contratos,sie_ic_estado_proc_cancelado,sie_ic_estado_proc_desierta,sie_ic_estado_proc_ejecucion_de_contrato,sie_ic_estado_proc_en_recepcion,sie_ic_estado_proc_finalizada,sie_ic_estado_proc_finalizado_por_mutuo_acuerdo,sie_ic_estado_proc_negociacion,sie_ic_estado_proc_por_adjudicar,sie_ic_estado_proc_suspendido,sie_ic_estado_proc_terminado_unilateralmente,sd_tipo_compra_bien,sd_tipo_compra_servicio,sd_comision_no,sd_comision_si,sd_variacion_puja,sd_anticipo_pct,sd_saldo_otra_-_revisar_terminos_de_referencia,sd_saldo_pago_a_30_dias,sd_saldo_pago_a_45_dias,sd_saldo_pago_contra_entrega_de_bienes_obras_o_servicio,sd_saldo_pagos_por_planilla,sd_estado_adjudicado,sd_estado_cancelado,sd_estado_desierta,sd_estado_ejecucion,sd_estado_finalizada,sd_estado_otro,sd_estado_recepcion
1721539,nan,,0.0,0.0,0.0,,1.0,1,1.0,,,0,,,1.0,1.0,1.0,0.86,Municipalidad de Guayaquil,120,ALQUILER DE MAQUINARIA PARA CUADRILLAS DE BACHEO Y BACHEO CON MEJORAMIENTO DE ESTRUCTURA DEPAVIMENTO – DISTRITO 3,90,tparedesc@guayaquil.gov.ec,,0.6540589215154394,0.009197961537312,RODRIGUEZ MOREJON RUTH GABRIELA,VITERI JIMENEZ CYNTHIA FERNANDA,MORENO DEMERA HAYDEE CECILIA,,,LOZANO URGILES GONZALO OMAR,CASTILLO ILLINGWORTH RAMIRO ABEL,VILLAGRAN MORALES JOSE LUIS,BURBANO ALAVA EDGAR ANDRES,4,8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.01,0.2,True,False,False,False,False,False,False,True,False,False,False,False
1715492,1717056525001.0,ESPINOZA GONZAGA RICHAR GEOVANNY,73507.93,69464.99,69464.99,1.0,1.0,1,1.0,0.0,0.0,0,1.0,0.0,,1.0,1.0,0.64,MUNICIPIO DE LORETO,30,"SERVICIO DE LOGISTICA PARA LA ORGANIZACION DE LA XII FERIA GASTRONOMICA, CULTURAL Y TURISTICA DE INTEGRACION LORETANA, AL CONMEMORARSE EL TRIGESIMO ANIVERSARIO DE CANTONIZACION.",15,hugogrefa@hotmail.com,73507.93,0.7093117223259978,0.0125176426688516,GREFA AGUINDA RENE HUMBERTO,GREFA AGUINDA RENE HUMBERTO,GUAZHA ROMERO SEGUNDO SANTIAGO,,,NOA TANGUILA WASHINGTON BRITO,ANDY CHIMBO GALO IVAN,GRANDA CEDEÑO DANNY DANIEL,CORTEZ GUAYLLAS JHON SHANTY,12,7,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.005,0.7,False,False,False,True,False,False,False,False,True,False,False,False
1717167,1793104444001.0,IRCOM S.A.S.,9290.0,8787.5,8787.5,1.0,0.0,1,,0.0,1.0,0,1.0,1.0,,1.0,1.0,0.7,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE RIO TIGRE,7,ADQUISICION DE EQUIPOS DE RADIO DE COMUNICACIÓN PARA CUATRO COMUNIDADES PERTENECIENTES A LA PARROQUIA RIO TIGRE,60,dayanara_88@yahoo.es,9290.0,0.6894726056003471,0.0331666622032668,AGUINDA TAPUY JORGE FAUSTO,AGUINDA TAPUY JORGE FAUSTO,VARGAS ILLANES JESUS NOE,,,,,,,19,7,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.015,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1710226,801137092001.0,ORTIZ MOSQUERA LUIS ALBERTO,15129.33,8000.0,8000.0,1.0,0.0,1,1.0,1.0,1.0,0,0.0,1.0,,1.0,1.0,0.73,COORDINACION ZONAL - 1 SERVICIO INTEGRADO DE SEGURIDAD ECU 911,45,SERVICIO DE PINTURA DE FACHADA EXTERNA DEL CENTRO OPERATIVO LOCAL ECU 911 ESMERALDAS,90,erika.teran@ecu911.gob.ec,15129.33,0.4434017704619161,0.0160731537956331,PAREDES DAVILA HECTOR PATRICIO,PAREDES DAVILA HECTOR PATRICIO,PAREDES DAVILA HECTOR PATRICIO,,,,,,,20,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.01,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1724558,991327371001.0,TELCONET S.A.,281274.0,250000.0,250000.0,1.0,1.0,1,1.0,0.0,1.0,1,0.0,1.0,,1.0,1.0,0.82,PROCURADURIA GENERAL DEL ESTADO,745,"CONTRATACIÓN DEL SERVICIO INTERNET CORPORATIVO, ENLACES DEDICADOS DE LA PGE A NIVEL NACIONAL.",60,aportero@pge.gob.ec,281274.0,0.3608904952278827,0.0128342774149357,ERAZO GUAIGUA FERNANDA SABRINA,SALVADOR CRESPO IÑIGO FRANCISCO ALBERTO,SANDOVAL DUQUE GALO ENRIQUE,GARCES GARCIA RAUL FERNANDO,,HERRERA HERRERA MONICA PATRICIA,MOYA ESTRELLA CANDICE STEFANIA,ORNA LADD NELSON EDUARDO,,16,8,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.01,0.0,True,False,False,False,False,False,False,False,True,False,False,False
1722820,1710326495001.0,AVILA ARMIJOS JUAN CARLOS,8403.07,6800.0,6800.0,1.0,1.0,1,1.0,,,0,1.0,,,1.0,1.0,0.88,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ALAUSI,15,ADQUISICION DE MATERIALES PARA EL MEJORAMIENTO DEL SISTEMA DE RIEGO DE LA COMUNIDAD CURIQUINGA PARROQUIA TIXAN CANTON ALAUSI PROVINCIA DE CHIMBORAZO,30,anayunga05@hotmail.com,8403.07,0.7098202838887864,0.0352931403352893,REA YANES AURIO RODRIGO,REA YANES AURIO RODRIGO,BENALCAZAR HARO MARCO ANTONIO,,,,,,,10,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.005,0.0,False,False,False,True,False,False,False,False,False,True,False,False
1724247,1900535558001.0,COBOS MALDONADO ELADIO BOLIVAR,22100.0,20900.0,20900.0,1.0,0.0,1,1.0,,,0,0.0,,,1.0,1.0,0.63,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,90,ADQUISICIÓN DE PLANTAS FRUTALES Y FORESTALES PARA LOS PROYECTOS DEL AÑO 2016 Y 2017 DE LA DIRECCIÓN DE RIEGO Y DRENAJE DEL GAD PROVINCIAL DE ZAMORA CHINCHIPE.,30,mireya.vallejo@zamora-chinchipe.gob.ec,22100.0,0.1380050435833671,0.0288971809759547,JIMENEZ CABRERA JOSE CLEVER,JIMENEZ CABRERA JOSE CLEVER,JARAMILLO LOYOLA BERENICE DEL ROSARIO,,,,,,,16,8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.01,0.0,False,False,False,True,False,False,False,False,False,True,False,False
1703423,990021007001.0,LINDE ECUADOR S.A.,136731.0,106034.0,106034.0,1.0,1.0,1,1.0,0.0,1.0,0,1.0,1.0,,1.0,1.0,0.82,HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA,280,ADQUISICIÓN DE GASES MEDICINALES Y SERVICIO DE RECARGAS DE OXÍGENO GAS MEDICINAL PARA ABASTECER AL HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA DE LOJA,90,dburneo.compras.hial@gmail.com,136731.0,0.1900928426025238,0.03104746176623,AGUIRRE VALDIVIEZO JORGE OSWALDO,AGUIRRE VALDIVIEZO JORGE OSWALDO,LOAIZA TAPIA ELSA YANYNA,,,VEINTIMILLA OCAMPO EMILIO PAUL,OBANDO FLORES DIEGO ROBERTO,BURNEO GAJARDO DANIELA THAIS,PALACIOS ARROBO LORENA ELIZABETH,24,5,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.02,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1742878,nan,,0.0,0.0,0.0,,0.0,0,1.0,,,0,,,1.0,1.0,1.0,0.57,DIRECCION GENERAL DE AVIACION CIVIL,210,ADQUISICIÓN DE RADIOS VHF AM RANGO AERONÁUTICO,90,geovanny.garzon@aviacioncivil.gob.ec,,0.2309930040111234,0.0257486643222099,ANDRADE CAMPAÑA ROMINA MARUSIA,BIRKETT MORTOLA WILLIAM EDWAR,ANDRADE CAMPAÑA ROMINA MARUSIA,,MALDONADO VIVANCO CESAR LENIN,,DAVALOS CARDENAS ENRIQUE BOLIVAR,GARZON CARDENAS GEOVANNY JAVIER,BALDEON VASQUEZ EDGAR PATRICIO,10,11,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.025,0.4,True,False,False,False,False,False,False,True,False,False,False,False
1752395,992609575001.0,DISPRATTSA S.A.,26546.91,24422.97,24422.97,1.0,1.0,1,1.0,,,0,1.0,,,1.0,1.0,0.88,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGCHOS,10,"ADQUISICIÓN DE LUBRICANTES, GRASA, FILTROS Y LIQUIDO DE FRENO PARA EL PARQUE AUTOMOTOR DEL GAD MUNICIPAL DE SIGCHOS, 2022",60,carlossolis12@hotmail.com,26546.91,0.4440463474116558,0.0294602654172019,,,,,,,,,,9,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.01,0.0,False,False,False,True,False,False,False,False,False,True,False,False
1747639,1391849214001.0,"ASOCIACIÓN DE SERVICIO DE LIMPIEZA MULTISERVICIOS BRAVO ""ASOSERMULBRA""",80763.9,76725.7,76725.7,1.0,0.0,1,1.0,,,0,1.0,,,1.0,1.0,0.75,DIRECCION DISTRITAL 13D12-ROCAFUERTE-TOSAGUA-SALUD,151,"CONTRATACIÓN DEL SERVICIO DE LIMPIEZA, DESINFECCIÓN HOSPITALARIA EN LAS INSTALACIONES DEL HOSPITAL NATALIA HUERTA DE NIEMES, OFICINAS DISTRITALES, UNIDAD TIPO B Y CENTRO DE SALUD TIPO C TOSAGUA DEL DISTRITO 13D12 ROCAFUERTE-TOSAGUA-SALUD.",60,ruth.munoz@13d12.mspz4.gob.ec,80763.9,0.7100573643607611,0.0458679526682603,VERA BARREIRO ANGEL LUIS,VERA BARREIRO ANGEL LUIS,URDANIGO CEDEÑO EISSER RAMON,,VASQUEZ SOLORZANO FANNY ELEANA,,ARTEAGA ROBLES GEOCONDA MARIBEL,BARRETO BURGOS RONALD XAVIER,URDANIGO CEDEÑO EISSER RAMON,25,11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.005,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1747413,992499796001.0,NOLIMITSERVICE S.A.,60000.0,56939.99,56939.99,1.0,0.0,1,1.0,,,0,1.0,,,1.0,1.0,0.75,Gobierno Municipal de San Jacinto de Yaguachi,365,CONTRATACIÓN DE SERVICIO DE INTERNET PARA LAS ZONAS WIFI LIBRE DEL GAD MUNICIPAL SAN JACINTO DE YAGUACHI,90,adela.munoz@municipiodeyaguachi.gob.ec,60000.0,0.6412867731119504,0.018749703195972,FALCON ORTEGA KLEBER XAVIER,FALCON ORTEGA KLEBER XAVIER,PEÑA ANDRADE MARLON ALEXIS,,,,,,,24,11,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.05,0.0,False,False,False,False,True,False,False,False,True,False,False,False
1698726,991410465001.0,LABORATORIO VIDA (LABOVIDA) S.A.,10574.2,9597.5,9597.5,1.0,1.0,1,1.0,0.0,1.0,0,0.0,1.0,,1.0,1.0,0.73,DIRECCION DISTRITAL DE SALUD NO 09D14,10,ADQUISICIÓN DE MEDICAMENTOS VITALES Y ESENCIALES DEL GRUPO TERAPEUTICO A TRACTO ALIMENTARIO Y METABOLISMO QUE NO CONSTAN EN CATALOGO ELECTRONICO PARA ABASTECIMIENTO DE CINCO MESES EN LAS UNIDADES OPERATIVAS DEL DISTRITO 09D14 ISIDRO AYORA – LOMAS DE SARGENTILLO – PEDRO CARBO – SALUD,60,ADQUISICIONES09D14@gmail.com,10574.2,0.6958977769027553,0.0285961529655603,TORRES ALVARADO WILFRIDO NORBERTO,TORRES ALVARADO WILFRIDO NORBERTO,CEDEÑO COBOS MELISSA NICOLE,,,,,,,4,5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.02,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1698405,1500315583001.0,GARCIA VELOZ CLARA EMPERATRIZ,63402.62,62700.0,62700.0,1.0,0.0,1,1.0,,,0,0.0,,,1.0,1.0,0.63,CENTRO DE RESPONSABILIDAD SOCIAL Y SOLIDARIA MUNICIPAL JORGE CAJAS GARZÓN DEL CANTÓN SHUSHUFINDI,200,ADQUISICION DE 2160 KITS DE ALIMENTOS ARMADOS Y EMPACADOS PARA ENTREGAS PARCIALES EN EL MARCO DEL PROYECTO SEMBRANDO ESPERANZAS PARA PERSONAS CON DISCAPACIDAD DEL CANTON SHUSHUFINDI AÑO 2022,30,demetriozamssfd@gmail.com,63402.62,0.3080329100541468,0.0235109766224089,ALVAREZ ZAMBRANO JENIFFER ELIZABETH,ALVAREZ ZAMBRANO JENIFFER ELIZABETH,ALVAREZ ZAMBRANO JENIFFER ELIZABETH,,,GREFA QUISAHUANO CINTHIA JESSENIA,SANMARTIN NARVAEZ JHENNY ELISABETH,QUITO BARROS MAYRA CRISTINA,QUINDE DUTAN MARCIA PATRICIA,29,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.01,0.0,False,False,False,True,False,False,False,False,False,True,False,False
1696811,1791399846001.0,GLOBAL TRADING ELECTRIC GLOBALELECTRIC S.A.,32694.22,19750.0,19750.0,1.0,1.0,1,1.0,,,0,0.0,,,1.0,1.0,0.75,CORPORACION ELECTRICA DEL ECUADOR CELEC EP.,90,"SUR ADQUISICIÓN DE REPUESTOS, ACCESORIOS Y CONSUMIBLES PARA LAS ETIQUETADORAS BRADY PARA LAS CENTRALES DE GENERACION",90,juan.donoso@celec.gob.ec,32694.22,0.6089709855382014,0.0315092837996159,HIDROBO MONTOYA IVAN JAVIER,UQUILLAS VALLEJO ANGEL GONZALO,JARA BERNAL JUAN CARLOS,,,,,,,26,4,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.01,0.4,False,False,False,True,False,False,False,False,False,True,False,False
1688611,nan,,0.0,0.0,0.0,,1.0,1,,,,0,,,,1.0,1.0,0.8,DIRECCION DISTRITAL 17D03,15,ADQUISICIÓN PRIORIZADA DE DISPOSITIVOS PARA CURACIÓN PARA 3 MESES PARA LOS ESTABLECIMIENTOS DEL DISTRITO 17D03-SALUD,45,cmarycris@msn.com,,0.0651264485275476,0.0316256196972807,MEZA BRITO PAOLA GABRIELA,MEZA BRITO PAOLA GABRIELA,MERA MANZANO JEAN PAUL,,,TENELEMA LAGUA DEISY LUCIA,VELOZ JACOME MONICA YOLANDA,CASILLAS CORREA GRICELDA MAGOLA,QUITO PINTA MARY ANGELICA,28,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.01,0.0,False,False,False,True,False,False,True,False,False,False,False,False
1711227,921067286001.0,CONSTANTINE LOPEZ GABRIEL HERACLITO,11000.0,10416.27,10416.27,1.0,1.0,1,1.0,0.0,0.0,0,0.0,0.0,,1.0,1.0,0.55,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON NARANJAL GADMCN,30,"ADQUISICIÓN DE TANQUES METÁLICOS PARA EL DEPÓSITO DE DESECHOSSÓLIDOS, A UBICARSE EN DIVERSOSSECTORES DEL CANTÓN",90,alberto.espinoza@naranjal.gob.ec,11000.0,0.6730712568857502,0.0277943191806207,RIVERA GUTIERREZ LUIGI DAVID,RIVERA GUTIERREZ LUIGI DAVID,CEDEÑO JAIME EVELYN KARINA,,,,,,,23,6,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.005,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1708919,1790015785001.0,CONELSA CONDUCTORES ELECTRICOS S.A.,91648.4,90000.0,90000.0,1.0,1.0,1,1.0,0.0,1.0,0,0.0,1.0,,1.0,1.0,0.73,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,90,GLR ADQUISICION DE CONDUCTORES DE ALUMINIO DESNUDO TIPO ACAR VARIOS CALIBRES GD,90,patricia.badillo@cnel.gob.ec,91648.4,0.6573171509641603,0.0226754688062402,ACOSTA VILLACIS VICTOR OLEGARIO,ACOSTA VILLACIS VICTOR OLEGARIO,MERCHAN CEPEDA WALTER ERNESTO,ARAUJO LARA GARY XAVIER,,MÉNDEZ PAREDES ALEXANDER EDUARDO,CAMPUZANO AMAGUAYA LUIS ENRIQUE,BADILLO SALTOS PATRICIA DEL ROCIO,,15,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.01,0.3,False,False,False,False,True,False,False,False,True,False,False,False
1703103,926072695001.0,ESTRELLA MORENO LISETH YARIBEL,108000.93,101900.0,101900.0,1.0,0.0,1,1.0,0.0,1.0,0,1.0,1.0,,1.0,1.0,0.73,Hospital Guayaquil Abel Gilbert Ponton,45,ADQUISICION DE REPUESTOS PARA LOS EQUIPOS BIOMEDICOS DE MEDIANA Y BAJA COMPLEJIDAD PARA EL HOSPITAL DE ESPECIALIDADES GUAYAQUIL “DR. ABEL GILBERT PONTÓN,90,equinde@hospitalguayaquil.gob.ec,108000.93,0.6708343155185068,0.0395137748135023,REQUENA ALCIVAR FRANCISCO JAVIER,REQUENA ALCIVAR FRANCISCO JAVIER,GUERRERO MENDOZA YESENIA VERONICA,,,PAZMIÑO BARRIENTOS OMAR HUMBERTO,CRESPO CASTANIER DIANA CATALINA,IGLESIAS MORALES KATUSKA ESMERALDAS,VERA VELEZ ERICK ALVARO,24,5,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.01,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1691928,190319121001.0,REACTLAB IMPORT CIA. LTDA,18000.0,12495.0,12495.0,1.0,0.0,1,1.0,0.0,1.0,0,1.0,1.0,,1.0,1.0,0.73,HOSPITAL GENERAL DR. NAPOLEON DÁVILA CÓRDOVA,15,ADQUISICION DE DETERMINACIONES DE HEMOGRAMAS CON APOYO TECNOLOGICO PARA LABORATORIO CLÍNICO DEL HOSPITAL DR. NAPOLEON DAVILA CORDOVA,60,adquisiciones@hospitalgeneralchone.gob.ec,18000.0,0.7000499502625243,0.0526914713175437,GARCIA VELASQUEZ FRANCISCO GUSTAVO,GARCIA VELASQUEZ FRANCISCO GUSTAVO,BARBERAN REYES JOSE EDUARDO,,,ZAMBRANO MENDOZA KAROL INES,VERA ANDRADE MARIA GABRIELA,MOREIRA SANTANA LORENA ALEXANDRA,AGUIAR LUCIO JORGE ALEJANDRO MAGNO,7,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.01,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1683997,nan,,0.0,0.0,0.0,,1.0,1,1.0,,,0,,,0.0,1.0,1.0,0.71,HOSPITAL MATILDE HIDALGO DE PROCEL,10,ADQUISICIÓN DE DISPOSITIVOS MÉDICOS ANESTESIOLOGIA,30,yumahisa_1083@hotmail.com,,0.4342255915996406,0.0701104015955325,RAMOS TORRES CHRISTIAN RAUL,RAMOS TORRES CHRISTIAN RAUL,SOTOMAYOR MORALES HILDA ASTRID,,,,,,,8,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.005,0.0,True,False,False,False,False,False,False,True,False,False,False,False
1683811,1791222032001.0,B.BRAUN MEDICAL S.A.,13849.77,12076.5,12076.5,1.0,1.0,1,1.0,,,0,1.0,,,1.0,1.0,0.88,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,8,ADQUISICION DE BOLSAS PARA NUTRICION PARENTERAL DE 500ML Y 3000 ML,90,juana.balarezo@iess.gob.ec,13849.77,0.5015795620499044,0.0248591576623039,CALLE GALLARDO CARLOS ANDRES,CEDILLO CALDERON MARCO FELIPE,CEDILLO CALDERON MARCO FELIPE,,,,,,,8,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.03,0.0,False,False,False,True,False,False,False,False,False,True,False,False
1704865,nan,,0.0,0.0,0.0,,1.0,0,1.0,,,0,,,1.0,1.0,1.0,0.71,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,150,MLG SERVICIO DE CONTRATACION PARA IMPLEMENTACIÓN DE PROTECCIONES EN ALIMENTADORES DE DISTRIBUCIÓN DEL SISTEMA CON LINEAS ENERGIZADAS– GD,90,javier.anda@cnel.gob.ec,,0.6508372479265034,0.0170135710625162,RIOFRIO RIOFRIO ADRIAN AUGUSTO,RIOFRIO RIOFRIO ADRIAN AUGUSTO,NOBOA JARA MARIA ESTHER,,,FREIRE CADME FELIX ANDRES,JIMENEZ GUEVARA NELSON,ANDA CHAVARRIA JAVIER ANTONIO,JARA AGUIRRE SEGUNDO GUILLERMO,30,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.01,0.3,True,False,False,False,False,False,False,True,False,False,False,False
1758643,604032995001.0,CABALLERO ORDOÑEZ CARLOS ANTONIO,28403.28,26415.05,26415.05,1.0,1.0,1,1.0,,,0,0.0,,,1.0,1.0,0.75,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPALIDAD DE AMBATO,1856,ADQUISICIÓN DE MOTOCICLETAS PARA USO DE LAS DEPENDENCIAS MUNICIPALES SUBASTA INVERSA,90,rabril@ambato.gob.ec,28403.28,0.6648012064874942,0.0377530274251449,TAPIA ARIAS MARCO MARCELO,ALTAMIRANO SANCHEZ JAVIER FRANCISCO,FERNANDEZ NARANJO PRISCILA ELIZABETH,,,,,,,30,12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.005,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1753344,1791157281001.0,FUNDICIONES DEL ECUADOR FUNDIEC S.A.,53575.5,52000.0,52000.0,1.0,0.0,1,1.0,,,0,0.0,,,1.0,1.0,0.63,MUNICIPIO DE LOJA,60,ADQUISICIÓN DE UNIONES MECÁNICAS (TIPO DRESSER) PARA EL MANTENIMIENTO DE AGUA POTABLE,60,yteneda@loja.gob.ec,53575.5,0.7001153457041164,0.0383683308117851,PICOITA ASTUDILLO PATRICIA CATALINA,PICOITA ASTUDILLO PATRICIA CATALINA,MUNIVE SALINAS JOHANNA ELIZABETH,,,,,,,13,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.01,0.3,False,False,False,True,False,False,False,False,False,True,False,False
1716637,nan,,0.0,0.0,0.0,,1.0,1,1.0,,,0,,,1.0,1.0,1.0,0.86,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTO DOMINGO,60,ADQUISICION DE EQUIPOS DE AUDIO Y VIDEO,90,rosybeth1973@hotmail.com,,0.6540800103502814,0.0310266285161579,GOMEZ RUIZ WILSON FERNANDO,ERAZO ARGOTI WILSON ARMANDO,IBARRA HURTADO LUIS MARCELO,,,,,,,15,7,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.01,0.0,False,False,False,True,False,False,False,True,False,False,False,False
1714557,nan,,0.0,0.0,0.0,,1.0,1,1.0,,,0,,,1.0,1.0,1.0,0.86,Coordinación de Educación Zonal 6,153,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO, CON INCLUSIÓN DE REPUESTOS, ACCESORIOS ACEITES, LUBRICANTES Y ADITIVOS CON EL SERVICIO DE LAVADO A MANO, PARA LOS NUEVE VEHÍCULOS DE LA COORDINACIÓN DE EDUCACIÓN ZONAL 6",90,malore7777@gmail.com,,0.261567055340096,0.0252542279315616,ABAD CALLE JOANA VALERIA,ABAD CALLE JOANA VALERIA,PILLACELA SUQUI ESTHER AZUCENA,,,,,,,7,7,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,0.01,0.0,False,False,False,True,False,False,False,True,False,False,False,False
1710905,992382333001.0,LABOMERSA S.A.,18200.0,11495.0,11495.0,1.0,1.0,1,1.0,,,1,0.0,,,1.0,1.0,0.88,UNIDAD DE GESTION DE INVESTIGACION Y PROYECCION SOCIAL,90,ADQUISICIÓN DE EQUIPAMIENTO PARA EL LABORATORIO DE HERPETOLOGÍA,90,carla.garcia01@epn.edu.ec,18200.0,0.7077638896888374,0.0545697454421385,ALVARADO CEVALLOS ALEXANDRA PATRICIA,ALVARADO CEVALLOS ALEXANDRA PATRICIA,ALVAREZ MEZA YAZMINA ALEJANDRA,,,,,,,22,6,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.01,0.5,False,False,False,True,False,False,False,False,False,True,False,False
1710018,602491870001.0,BENAVIDES ALTAMIRANO EDISON GERMAN,11500.0,10914.26,10914.26,1.0,1.0,1,1.0,,,0,0.0,,,1.0,1.0,0.75,BASE NAVAL SAN EDUARDO,15,“ADQUISICIÓN DE INSUMOS AGROPECUARIOS PARA EL CUIDADO DE PERROS DE TRABAJO DEL CENTRO DE ADIESTRAMIENTO CANINO DE LA INFANTERÍA DE MARINA”,15,rmataa@armada.mil.ec,11500.0,0.6815551475383075,0.0344450128943415,MARURI VASQUEZ UVER STALIN,LARA JARAMILLO LUIS EDUARDO,DE LA TORRE COLLAGUAZO MARCO AURELIO,,,,,,,20,6,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.005,0.0,False,False,False,True,False,False,False,False,False,True,False,False
